big onnx,small onnx,vnnlib,duration (big only),duration (small and big),Rows.DURATION_SMALL_ONLY,classification (big only),classification (small and big),number of splits (big only),number of splits (small and big),falsification by counterexample
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_10_0.03.vnnlib,0.10873919998994097,0.23502670001471415,0.10682270000688732,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_11_0.03.vnnlib,0.10517479997361079,0.25108660000842065,0.10936389997368678,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_12_0.03.vnnlib,15.03373590001138,120.00732129998505,120.00732129998505,safe,timeout,3,114,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_13_0.03.vnnlib,2.671441199956462,2.7157729999744333,0.08962179999798536,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_14_0.03.vnnlib,0.09621849999530241,0.18914819997735322,0.0946371000027284,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_0_0.05.vnnlib,120.0070433000219,120.0332761000027,120.0332761000027,timeout,timeout,1,62,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_1_0.05.vnnlib,120.04949240002315,120.01760080002714,120.01760080002714,timeout,timeout,1,15,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_2_0.05.vnnlib,120.01710950001143,0.9785742999520153,0.9785742999520153,timeout,unsafe,1,1,1
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_3_0.05.vnnlib,0.08449929999187589,0.2003129999502562,0.0935011999681592,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_4_0.05.vnnlib,120.06376720004482,120.04500990000088,120.04500990000088,timeout,timeout,3,41,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_5_0.05.vnnlib,120.0704900000128,120.02962849999312,120.02962849999312,timeout,timeout,1,38,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_6_0.05.vnnlib,120.01363830000628,120.0116938999854,120.0116938999854,timeout,timeout,1,25,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_7_0.05.vnnlib,120.0162135999999,120.01287249999586,120.01287249999586,timeout,timeout,14,75,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_8_0.05.vnnlib,120.05965740000829,120.00759429996833,120.00759429996833,timeout,timeout,9,68,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_9_0.05.vnnlib,120.02154990000417,120.03860050003277,120.03860050003277,timeout,timeout,1,46,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_10_0.05.vnnlib,120.01960569998482,120.035356999957,120.035356999957,timeout,timeout,4,40,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_11_0.05.vnnlib,120.03159319999395,219.92031210003188,94.127066200017,timeout,timeout,9,87,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_12_0.05.vnnlib,120.04059280001093,120.01066229998833,120.01066229998833,timeout,timeout,1,82,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_13_0.05.vnnlib,120.02177450002637,120.05988200003048,120.05988200003048,timeout,timeout,1,29,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_20_11_42_41_options.json_Options__0.9847000241279602_f1Score__18_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_14_0.05.vnnlib,120.04714669997338,120.02674010000192,120.02674010000192,timeout,timeout,1,37,0
