big onnx,small onnx,vnnlib,duration (big only),duration (small and big),Rows.DURATION_SMALL_ONLY,classification (big only),classification (small and big),number of splits (big only),number of splits (small and big),falsification by counterexample
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_10_0.03.vnnlib,0.09486349998041987,39.215684900060296,17.756189599982463,safe,safe,1,121,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_11_0.03.vnnlib,0.10525879997294396,0.9978061000583693,0.4335788000607863,safe,safe,1,4,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_12_0.03.vnnlib,0.10254100000020117,0.37949060008395463,0.37949060008395463,unsafe,unsafe,1,1,1
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_13_0.03.vnnlib,0.13195950002409518,0.33235689997673035,0.20088220003526658,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_14_0.03.vnnlib,0.1027063000947237,0.1958119000773877,0.0910397000843659,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_0_0.05.vnnlib,1.5964372999733314,170.7766580999596,69.49829439993482,unsafe,unsafe,1,333,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_1_0.05.vnnlib,2.4882623000303283,120.00503240001854,120.00503240001854,unsafe,timeout,1,816,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_2_0.05.vnnlib,1.7626094999723136,120.08441829995718,120.08441829995718,unsafe,timeout,1,551,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_3_0.05.vnnlib,0.475213999976404,11.364148600026965,4.511543400003575,safe,safe,1,28,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_4_0.05.vnnlib,120.01519569999073,457.7520320999902,94.27125949994661,timeout,timeout,29,481,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_5_0.05.vnnlib,38.50057569995988,146.38585029996466,22.847392299911007,unsafe,unsafe,8,127,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_6_0.05.vnnlib,102.7289737999672,120.17847990000155,120.17847990000155,unsafe,timeout,23,457,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_7_0.05.vnnlib,0.1864005000097677,4.968818700057454,1.4629710000008345,safe,safe,1,14,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_8_0.05.vnnlib,2.148773099994287,7.081389100058004,1.254904800094664,unsafe,unsafe,1,14,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_9_0.05.vnnlib,23.108478300040588,120.00900239998009,120.00900239998009,safe,timeout,22,486,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_10_0.05.vnnlib,78.57370379997883,688.4889649999095,64.74124809994828,safe,safe,99,650,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_11_0.05.vnnlib,7.268590299994685,97.35057360003702,15.87164120003581,safe,safe,10,161,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_12_0.05.vnnlib,0.10039829998277128,0.1257572000613436,0.1257572000613436,unsafe,unsafe,1,1,1
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_13_0.05.vnnlib,0.4690462000435218,173.90519219997805,65.91213879990391,safe,safe,1,329,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x2.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_12_47_21_options.json_Options__0.9722999930381775_f1Score__12_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_14_0.05.vnnlib,3.6360216999892145,10.495482599944808,1.6716354999225587,safe,safe,6,18,0
