big onnx,small onnx,vnnlib,duration (big only),duration (small and big),Rows.DURATION_SMALL_ONLY,classification (big only),classification (small and big),number of splits (big only),number of splits (small and big),falsification by counterexample
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_12_0.03.vnnlib,1.468032200122252,300.0740067998413,300.0740067998413,safe,timeout,1,644,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_13_0.03.vnnlib,0.36496849986724555,35.159823100082576,25.984572699991986,safe,safe,1,17,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_14_0.03.vnnlib,0.15776100009679794,0.5354030998423696,0.35416839993558824,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_0_0.05.vnnlib,300.0560924001038,300.0163506998215,300.0163506998215,timeout,timeout,2,385,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_1_0.05.vnnlib,300.59177419985645,300.2706232999917,300.2706232999917,timeout,timeout,1,203,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_2_0.05.vnnlib,300.5241247001104,300.0198274999857,300.0198274999857,timeout,timeout,1,426,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_3_0.05.vnnlib,142.46840350003913,357.26506059989333,357.26506059989333,safe,timeout,15,181,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_4_0.05.vnnlib,300.11871589999646,300.03407069994137,300.03407069994137,timeout,timeout,1,325,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_5_0.05.vnnlib,300.00679449993186,300.06183959986083,300.06183959986083,timeout,timeout,4,275,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_6_0.05.vnnlib,300.5996387999039,300.0364276000764,300.0364276000764,timeout,timeout,1,45,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_7_0.05.vnnlib,300.01079220022075,1318.432108100038,1318.432108100038,timeout,timeout,30,205,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_7_0.05.vnnlib,300.0182715000119,300.02627820009366,300.02627820009366,timeout,timeout,53,765,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_8_0.05.vnnlib,300.03472640016116,300.25912420009263,300.25912420009263,timeout,timeout,1,858,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_9_0.05.vnnlib,300.2111341999844,300.01753890002146,300.01753890002146,timeout,timeout,1,148,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_10_0.05.vnnlib,300.0206498000771,300.05614240001887,300.05614240001887,timeout,timeout,41,616,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_11_0.05.vnnlib,300.01849619997665,300.0164544999134,300.0164544999134,timeout,timeout,37,330,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_12_0.05.vnnlib,300.08827499998733,300.0905405001249,300.0905405001249,timeout,timeout,7,539,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_13_0.05.vnnlib,300.1493784999475,300.03965070005506,300.03965070005506,timeout,timeout,1,214,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/mnist-net_256x4.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_04_14_13_43_options.json_Options__0.9835000038146973_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_14_0.05.vnnlib,300.02279799990356,300.0081861000508,300.0081861000508,timeout,timeout,11,191,0
