big onnx,small onnx,vnnlib,duration (big only),duration (small and big),Rows.DURATION_SMALL_ONLY,classification (big only),classification (small and big),number of splits (big only),number of splits (small and big),falsification by counterexample
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_0_0.03.vnnlib,0.09537959999943268,0.20517710000058287,0.09361300000091433,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_1_0.03.vnnlib,120.01396169999862,120.39274619999924,0.17531330000201706,timeout,timeout,5,5,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_2_0.03.vnnlib,5.120085400001699,8.631137500000477,1.7215448999995715,unsafe,unsafe,1,22,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_3_0.03.vnnlib,0.08999240000048303,0.26767049999762094,0.09659889999966254,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_4_0.03.vnnlib,0.09058650000224588,0.19157199999972363,0.0941504000002169,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_5_0.03.vnnlib,0.09077400000023772,0.18131089999951655,0.07547759999943082,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_6_0.03.vnnlib,120.17065709999952,120.44438739999896,0.22161710000000312,timeout,timeout,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_7_0.03.vnnlib,0.18155470000056084,0.37641859999712324,0.16837069999746745,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_8_0.03.vnnlib,0.18032600000151433,0.37044650000098045,0.1712580000021262,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_9_0.03.vnnlib,120.04580780000106,120.53428369999892,0.2627193999978772,timeout,timeout,6,6,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_10_0.03.vnnlib,0.10434769999847049,0.2670906000021205,0.12693030000082217,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_11_0.03.vnnlib,0.13683469999887166,0.22723839999889606,0.09860249999837833,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_12_0.03.vnnlib,24.792390099999466,197.78101799999786,33.15692059999856,safe,safe,3,115,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_13_0.03.vnnlib,2.627043299999059,2.7581653999986884,0.09150579999914044,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_14_0.03.vnnlib,0.09491220000199974,0.20894910000060918,0.0941062999991118,safe,safe,1,1,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_0_0.05.vnnlib,120.08197109999674,135.70674369999688,4.468133799997304,timeout,timeout,1,37,0
vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx/2024_02_20_10_46_42_options.json_Options__0.9854999780654907_f1Score__19_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\onnx_small/2024_02_21_12_47_20_options.json_Options__0.9466999769210815_f1Score__16_Epoch.onnx,vnncomp2022_benchmarks/benchmarks\mnist_fc\vnnlib/prop_1_0.05.vnnlib,120.12535629999911,120.85700899999938,0.4935896999995748,timeout,timeout,1,3,0
